name;synonyme;comment
Aabenraa;Aabenraa
Aachen;Aachen leipzig
Aachen;Aachen liege
Aachen;Aachen stockholm
Aachen;aix la chapelle;
Aakirkeby;aakirkeby
Aalborg;aalborg
Aalen;aalen
Äänekoski;äänekoski
Aarhus;Aarhus kobenhavn
Aarhus;Aarhus kobenhavn oslo
Aarhus;Aarhuus
Aarhus;ahus
Aarhus;Ahus
Aarhus;arhus;
Aarhus;Arhusiaeq
Aarhus;Aros
Aarhus;Arosia arosiensis
Aarhus;Arosiae arosiensis
Aarhus;Arosia västeras
Aarhus;occidentalis arhusae;
Abartawe;swansea;
Abbeville;abbeville
Aberdaugleddau;milford haven;
Aberdeen;abedreen;
Aberdeen;ab erdeen;
Aberdeen;aberdeen aberdeen;
Aberdeen;aberdeene;
Aberdeen;aberdeen scotland;
Aberdeen;aberdeis;
Aberdeen;aberden;
Aberdeen;aberdene;
Aberdeen;aberdoniae;
Aberdeen;aberdonie;
Aberdeen;aberdoniis;
Aberdeen;abredaeis;
Aberdeen;abredeis;
Aberdeen;abredeis aberdeen;
Aberdeen;ab redoniae;
Aberdeen;abredoniae;
Aberdeen;abredoniae aeerdene;
Aberdeen;abredoniis;
Aberdeen;aeerdeen;
Aberdeen;aeerdene;
Aberhonddu;brecknock;
Aberhonddu;brecon;
Abermaw;barmouth;
Aby;aby
Addis Abeba;addis abeba
Adolfsberg;adolfsberg
Adolfsfors;adolfsfors
Adpar;trefhedyn;
Adyar;adyar
Agnesberg;agnesberg
Agra;agra
Agunnaryd;agunnaryd
Ahmedabad;ahmedabad
Ähtäri;ähtäri
Aix-en-Provence;aix;
Ajmer;ajmer
Akaa;akaa
Akarp;akarp
Akersberga;akersberga
Akers styckebruk;akers styckebruk
Akeshov;akeshov
Akranes;akranes
Akureyri;akureyri
Ala;ala
Alafors;alafors
Alajärvi;alajärvi
Alavieska;alavieska
Alavus;alavus
Albany NY;albany;
Albany NY;albany america;
Albany NY;albany york;
Albenga;albenga
Albuquerque;albuquerque
Albuquerque;Albuquerque
Albuquerque;Albuquerque nm
Alby;alby
Alcester;aulcester;
Aldershot;aldershot farnham;
Aldershot;aldershot farnham surry;
Aldershot;aldershot surry;
Ale;ale
Alem;alem
Alencon;alencon
Alessandria;alessandria
Alexandria Va;alexandria;
Alexandria Va;alexandriava;
Alexandria Va;alexandria virginia;
Alexandrie;alexandrie
Alfend;alfeld leine;
Alfta;alfta
Alger;alger
Algutstorp;algutstorp
Alingsas;alingsas
Alingsås;alingsås
Alkmaar;Alkmaar
Allahabad;allahabad
Allerum;allerum
Allinge;allinge
Almby;almby
Almelo;almelo
Almeloo;almeloo
Almena Wi;almena;
Almena Wi;almena wis;
Almena Wi;almena wisconsin;
Älmhult;älmhult
Alnarp;alnarp
Alnwick;alnwick england;
Al qahira;al qahira
Alseda;alseda
Alsen;alsen
Alsike;alsike
Alstad;alstad
Alsten;alsten
Alston;alston england;
Altdorf;Altdorffii 
Altdorf;altdorfi;
Altdorf;Altdorfii
Altefähr;Altefähr
Altenburg;altenbourg;
Altenburg;altenburgh;
Altenstein;alten stetin;
Altenstein;alten stettin;
Altona;Altona
Altona;Altona bey
Alunda;alunda
Älvdalen;älvdalen
Alvesta;alvesta
Älvkarleby;älvkarleby
Älvsbyn;älvsbyn
Amal;amal
Åmål;åmål
Amand;amand
Amberg;Amberg 
America;americae;
Amersfoort;amersfoort
Amherst NH;amherst;
Amherst NH;amherst new hampshire;
Amiens;amiens
Amorbach;amorbach
Amotfors;amotfors
Amsele;amsele
Amsterdam;amstelaedami;
Amsterdam;amstelaedami londini;
Amsterdam;Amsteld
Amsterdam;amsteldam;
Amsterdam;amsteldami;
Amsterdam;amsteldam leipzig;
Amsterdam;amstelodami;
Amsterdam;amstelredam;
Amsterdam;amstelrodam;
Amsterdam;amstelrodami;
Amsterdam;amsterdam;
Amsterdam;Amsterdam
Amsterdam;amsterdam edinburgh;
Amsterdam;amsterdam hage;
Amsterdam;Amsterdam haye stockholm
Amsterdam;amsterdam id;
Amsterdam;amsterdam john johnson bookseller dwelling upon water passe card;
Amsterdam;amsterdam leipzig;
Amsterdam;amsterdam london;
Amsterdam;amsterdam netherlands;
Amsterdam;Amsterdam paris
Amsterdam;Amsterdam rotterdam
Amsterdam;Amsterdam upsala
Amsterdam;amsterledam;
Amsterdam;amsterodam;
Amsterdam;amsterodami;
Amsterdam;Amsterodami hamburgi
Amsterdam;holland;
Amsterdam;low countries;
Amsterdam;netherlands;
Amsterdam;tamsteldam;
Amsterdam;t'amsterdam;
Amsterdam;tʼamsterdam;
Amsterdam;tamsterdam;
Amsterdam;the netherlands;
Amsterdam;Ultrajecti
Amwythig;argraphw d yn y mw thig;
Amwythig;argraphwyd yn y mwythig;
Amwythig;mw;
Amwythig;mwythig;
Amwythig;mwythig shrewsbury;
Amwythig;mwythyg;
Amwythig;sal op;
Amwythig;salop;
Amwythig;salopiae;
Amwythig;shewsbury;
Amwythig;shrewsdury;
Amwythig;shrewshury;
Amwythig;shrowsbury;
Amwythig;snobury;
